date,bitcoin,rsi_btc,mean_rsi_btc,sd_rsi_btc,gold,rsi_gold,mean_rsi_gold,sd_rsi_gold,score_btc,score_gold
11/3/2016,686.17,52.73300092,70.12902647,11.72900965,1301,74.29783748,39.06369749,18.8107822,-1.483162353,1.87308213
11/4/2016,683.69,51.48721579,69.99738716,11.92117901,1302.8,75.3243388,41.74874971,19.08906306,-1.552713146,1.758891413
11/5/2016,704.79,60.6202023,69.88398355,11.9965699,NA,NA,44.6433435,18.67372949,-0.772202498,0
11/6/2016,712,63.34124317,70.07732589,11.83789958,NA,NA,45.89917872,18.67372949,-0.569026851,0
11/7/2016,709.96,61.94390044,70.16498655,11.76521191,1283.05,50.02847119,45.89917872,18.2231918,-0.698762264,0.226595457
11/8/2016,708.97,61.18804993,70.10566182,11.80737084,1282.35,49.3506949,46.0958117,17.25687004,-0.755258051,0.188613763
11/9/2016,720.93,66.82997205,70.51736396,11.46097268,1281.4,48.32547103,47.47099149,15.92523302,-0.321734639,0.053655701
11/10/2016,721.5,67.09302379,70.13243888,11.37895005,1267.5,35.7774782,48.89342996,15.09874972,-0.267108571,-0.868678003
11/11/2016,715.45,61.15358149,69.522246,11.36928002,1236.45,21.43317637,49.50779635,15.72040996,-0.73607691,-1.785870728
11/12/2016,703.71,51.03738326,68.7274714,11.83493641,NA,NA,49.12559223,15.05611774,-1.494734532,0
11/13/2016,702.28,49.87775659,67.78238886,12.21535303,NA,NA,50.3557479,15.05611774,-1.465748245,0
11/14/2016,706.46,53.44539317,66.87239466,12.26825139,1213.6,15.98964231,50.3557479,16.4800435,-1.094451121,-2.085316437
11/15/2016,710.91,57.18857898,66.32155188,12.33416379,1226.95,28.27065644,48.71926668,16.52578912,-0.740461458,-1.237375722
11/16/2016,711.73,57.90815785,66.03625324,12.43280498,1229.2,30.2534313,48.68341456,16.71487427,-0.653761995,-1.102609745
11/17/2016,736.96,73.63854571,66.80534513,12.17814326,1226.75,29.2379884,48.50119863,17.23647341,0.561103646,-1.117584193
11/18/2016,747.52,77.6689233,67.80769356,11.81717429,1211,23.40972078,47.61831423,18.00519776,0.834482889,-1.344533605
11/19/2016,748.98,78.2006121,68.57254181,11.74456649,NA,NA,46.32277424,18.4684734,0.81978933,0
11/20/2016,729.06,56.88028015,67.86969636,11.81560446,NA,NA,46.40920129,18.4684734,-0.930076514,0
11/21/2016,738.53,62.48998037,67.4937886,11.80707041,1214.25,26.88011038,46.40920129,18.49841867,-0.423797611,-1.055716775
11/22/2016,736.97,60.98202634,67.18231017,11.85722659,1212.25,26.04223884,45.47924458,18.97912973,-0.522911811,-1.024125237
11/23/2016,741.63,63.9781068,66.87010911,11.81682999,1185.35,17.5516932,44.62152844,19.83011674,-0.244735882,-1.365087034
11/24/2016,737.45,59.26783372,66.65384704,11.89915479,1186.1,18.40747793,43.10074386,20.44553153,-0.620717475,-1.20775857
11/25/2016,735.64,57.16504588,65.78815872,11.63270726,1187.7,20.44022325,41.5460816,20.93627139,-0.741281685,-1.008100151
11/26/2016,733.67,54.72661447,64.78310823,11.26777382,NA,NA,40.38363574,21.20753056,-0.892500499,0
11/27/2016,727.96,47.89411057,63.63706754,11.2359564,NA,NA,39.65804649,21.20753056,-1.401123003,0
11/28/2016,727.31,47.12138636,62.33099891,10.85940068,1187,20.18635033,39.65804649,21.10274867,-1.400594103,-0.922709002
11/29/2016,732.71,54.20406657,61.23161677,9.943830876,1186.55,20.00207459,38.73082286,21.20639825,-0.70672463,-0.883164979
11/30/2016,742.69,64.37857708,60.76384462,9.435663242,1178.1,16.69916158,37.14815968,20.22180135,0.383092568,-1.011235238
12/1/2016,742.05,63.33735382,59.9234801,7.912576054,1161.85,12.22119892,34.59700189,18.06973097,0.431449088,-1.23830305
12/2/2016,772.43,80.5590448,60.88299886,8.661227238,1173.5,28.15750536,31.43473506,15.16974061,2.271738796,-0.216037293
12/3/2016,764.33,70.38738203,61.53472873,8.640037121,NA,NA,29.23757639,11.17382149,1.024608248,0
12/4/2016,762.97,68.70672654,61.81357439,8.739387569,NA,NA,26.93323826,11.17382149,0.788745446,0
12/5/2016,754.63,58.77643153,61.65616709,8.751989554,1162.2,23.40241177,26.93323826,10.9181146,-0.32903782,-0.323391595
12/6/2016,756.62,60.35403139,61.60134402,8.755101774,1172.5,34.95514018,26.76510367,9.744684854,-0.142466948,0.840461917
12/7/2016,758.99,62.33480426,61.64088728,8.755758112,1177.65,40.16187386,26.047326,8.807185789,0.079252644,1.602617249
12/8/2016,769.72,70.13061392,61.75470251,8.846600634,1171.05,35.91112011,25.6097631,7.530292614,0.94679434,1.36798894
12/9/2016,770.02,70.3287331,61.8662787,8.936284175,1163.6,31.56045655,25.01860353,7.281146103,0.946976868,0.898464737
12/10/2016,769.08,68.68172427,62.12586983,9.023756381,NA,NA,24.81779297,7.427804664,0.726510575,0
12/11/2016,777,74.48969064,62.93457008,9.045386871,NA,NA,24.9870238,7.427804664,1.277460072,0
12/12/2016,777,74.48969064,63.78325746,8.930456029,1156.1,27.6669514,24.9870238,7.263309754,1.198867465,0.368967825
12/13/2016,777.99,75.25343326,64.53525884,8.947024795,1158.55,30.88096613,25.1146394,7.051732862,1.19795962,0.817717693
12/14/2016,774.89,67.90785907,64.90488919,8.85360627,1162.25,35.84808194,25.82375006,7.369886177,0.339180419,1.360174586
12/15/2016,776.75,69.93927143,65.31975518,8.79573169,1126.95,20.01464074,26.18457985,7.42571546,0.525199769,-0.830888167
12/16/2016,775.88,67.62887874,65.11252528,8.662524953,1131.6,25.04648888,25.69701839,7.381981844,0.290487297,-0.088123965
12/17/2016,788.7,79.27147397,65.16778565,8.750154323,NA,NA,25.49742318,7.557835573,1.611821666,0
12/18/2016,788.4,78.5090563,65.17842166,8.766733542,NA,NA,25.6018083,7.557835573,1.520593112,0
12/19/2016,788.67,78.72157925,65.9315699,8.964345058,1136.25,30.11901129,25.6018083,7.43212669,1.426764506,0.607794132
12/20/2016,793.09,82.07063033,66.60676473,9.421611714,1125.7,25.58604433,25.8169132,7.428234352,1.641318499,-0.031079912
12/21/2016,824.21,92.13154098,67.68088592,10.47426719,1133.65,34.19697823,25.75529101,7.653712824,2.334354721,1.102953222
12/22/2016,834.97,93.57082935,68.70132463,11.4926509,1131.35,32.92513934,26.14361193,7.524958556,2.163948504,0.901204619
12/23/2016,901.31,97.20625764,70.00954614,12.4959669,NA,NA,26.8756808,7.459377858,2.176439144,0
12/24/2016,891.61,88.740485,71.09835439,12.71060379,NA,NA,27.29909094,7.482141602,1.387985252,0
12/25/2016,892.6,88.85479176,72.27518809,12.72056628,NA,NA,27.66008398,7.482141602,1.303369937,0
12/26/2016,897.33,89.44548807,73.70799421,12.20597888,NA,NA,27.66008398,7.482141602,1.28932665,0
12/27/2016,930.37,92.6045976,75.2763808,11.57352955,NA,NA,27.66008398,7.470428481,1.497228371,0
12/28/2016,930.34,92.57556726,76.599536,11.26776754,1134.6,36.75991735,28.0752914,7.449313517,1.417852401,1.16582903
12/29/2016,963.38,94.69065059,77.64477991,11.49721312,1145.9,48.55865964,29.00628267,8.108849249,1.482608916,2.411239421
12/30/2016,952.15,85.17449771,78.39778488,11.23889325,NA,NA,30.77625478,6.861422765,0.602969766,0
12/31/2016,958.12,86.03534666,78.58662287,11.32220223,NA,NA,31.86772865,7.017311172,0.657886482,0
1/1/2017,997.72,90.33194947,79.27436658,11.41176049,NA,NA,32.09961761,7.017311172,0.968963807,0
1/2/2017,1015.97,91.69133296,80.06693921,11.44970498,NA,NA,32.09961761,7.017311172,1.015257054,0
1/3/2017,1013.42,89.65887494,81.13185105,10.81750114,1151,53.11405045,32.09961761,8.364332997,0.78826189,2.512385966
1/4/2017,1126.76,95.16046288,82.33207283,10.35067629,1164.25,62.94962227,33.95659503,11.07564549,1.239376992,2.617727993
1/5/2017,994.67,55.47389366,82.0954897,10.88850943,1176.7,69.8148071,35.70625016,13.97291163,-2.444925654,2.441048641
1/6/2017,999.65,56.26730887,81.6174447,11.70619379,1175.85,68.81039684,37.55955848,15.98933767,-2.165531879,1.954479854
1/7/2017,896.83,39.49957451,80.55437027,13.95232384,NA,NA,39.61576328,16.40050077,-2.942505939,0
1/8/2017,908.14,41.70446217,79.62411985,15.57693528,NA,NA,40.15278373,16.40050077,-2.434346487,0
1/9/2017,910.49,42.20940057,78.5110064,17.04145449,1178.5,70.34513537,40.15278373,17.55044999,-2.130194101,1.720317807
1/10/2017,906.05,41.42714068,77.37091847,18.37395351,1189.5,76.00114127,42.03980571,19.01062103,-1.956235373,1.786440091
1/11/2017,785.22,26.18748001,75.67898905,20.6891148,1178.55,62.34353283,45.06069257,19.07322606,-2.392152082,0.90613094
1/12/2017,780.92,25.79779428,74.22691785,22.63980495,1205.05,74.92584607,47.02710299,20.02456268,-2.139113993,1.393226086
1/13/2017,826.29,37.17868037,73.0972423,23.65592697,1190.35,61.72500954,49.46946325,18.59860896,-1.518374739,0.658949619
1/14/2017,817.91,36.00186743,72.0066557,24.62617111,NA,NA,52.0763613,17.74683518,-1.46205385,0
1/15/2017,819.55,36.45605514,70.53026195,25.44490385,NA,NA,53.87835279,17.74683518,-1.339136788,0
1/16/2017,830.5,39.750194,69.19374945,26.02221401,1203,67.42389637,53.87835279,17.47630084,-1.131477723,0.775080705
1/17/2017,903.84,56.98375202,68.4441692,26.05102662,1216.05,72.32822777,54.72494927,16.68210313,-0.439921902,1.055219379
1/18/2017,906.6,57.51147624,67.59730182,25.99135341,1214.75,71.09790734,57.3630253,14.66015196,-0.388045417,0.93688538
1/19/2017,895.798875,54.49276773,66.29941309,25.66011471,1196.05,55.44432691,60.20751674,13.01723238,-0.460116624,-0.365914174
1/20/2017,893.6210875,53.83536913,64.92922481,25.20879865,1200.55,58.01122646,61.53547603,10.63410258,-0.440078714,-0.331410154
1/21/2017,895.64,54.4235091,63.45395761,24.49415823,NA,NA,63.10335647,10.63410258,-0.368677642,0
1/22/2017,918.603625,60.95236288,62.49574651,24.00833834,NA,NA,63.10335647,10.63410258,-0.064285317,0
1/23/2017,922.0736125,61.90387053,61.56640439,23.46708417,1212.85,64.46737687,63.10335647,10.30173885,0.014380404,0.132406812
1/24/2017,919.97,60.86638799,60.58091819,22.84637788,1216.8,66.38270466,63.18359297,10.0225596,0.012495189,0.319191087
1/25/2017,893.045625,48.79034449,59.07008187,22.08918686,1195,49.4191048,63.36132139,10.2519199,-0.465374187,-1.359961522
1/26/2017,915.95625,57.13951665,57.84814909,21.12878029,1189.7,46.11344662,62.62752052,9.100703863,-0.033538729,-1.814593041
1/27/2017,915.05,56.7174633,56.53872884,19.90521796,1184.85,43.07140021,63.11981154,9.658437614,0.008979277,-2.075740625
1/28/2017,920.31225,58.75843637,55.62783017,19.13761549,NA,NA,62.83100841,9.658437614,0.163583922,0
1/29/2017,915.933,56.21313874,54.59947818,18.22479761,NA,NA,62.83100841,9.658437614,0.088542029,0
1/30/2017,912.19,53.9100734,53.34355141,16.87975701,1192.8,49.38647029,62.83100841,9.86982465,0.033562212,-1.362186117
1/31/2017,964.706075,72.28952973,52.67452372,15.64488839,1212.8,61.7144806,62.1587815,9.620403674,1.253764522,-0.046183187
2/1/2017,979.703875,75.50789912,52.18655903,14.63846027,1203.65,54.68341719,62.13762432,9.552660294,1.593155268,-0.780327877
2/2/2017,983.42,76.29502143,51.53602657,12.98647029,1221.95,64.11741139,62.21235607,9.560562506,1.906522273,0.199261845
2/3/2017,1013.027,81.70120387,52.44041658,14.13312586,1215.2,58.89890453,62.26796507,9.425520446,2.070369116,-0.357440266
2/4/2017,1030.999413,84.22162593,53.40435854,15.3079353,NA,NA,61.74816019,9.526803649,2.013156365,0
2/5/2017,1034.07,84.63872661,54.96088103,16.11709757,NA,NA,61.39504835,9.526803649,1.841388963,0
2/6/2017,1024.01375,76.95168322,56.17630245,16.40810543,1226.75,64.58916971,61.39504835,9.311703254,1.266165729,0.343022246
2/7/2017,1050.11,81.87946241,57.54423561,16.84979648,1231,66.55508183,61.54714937,9.168279979,1.444244554,0.546223771
2/8/2017,1052.84,82.33534155,58.95486323,17.16180342,1242.1,71.34861338,61.36667063,8.847564192,1.362355561,1.128213657
2/9/2017,976.103,45.33985025,59.61528979,16.19720913,1236.8,66.12699601,61.14512168,8.911478772,-0.881351807,0.559040139
2/10/2017,999.1035,52.69145964,60.54265756,14.91064391,1228.3,58.23967667,61.3252866,8.365334305,-0.526549891,-0.368856739
2/11/2017,997.59,52.15882129,61.05921414,14.32011527,NA,NA,60.5307071,8.57805856,-0.62153081,0
2/12/2017,1000.604625,53.2450434,61.65380642,13.5814706,NA,NA,60.47099198,8.57805856,-0.619134943,0
2/13/2017,999.877375,52.91064961,62.22120623,12.81315926,1222.25,53.04368252,60.47099198,8.51650371,-0.726640201,-0.872107817
2/14/2017,1001.2,53.52316425,62.69613624,12.19063715,1230.75,58.97689241,60.11731058,8.352045732,-0.752460423,-0.136543573
2/15/2017,1012.325988,58.73323864,62.75646336,12.16566221,1224.4,53.18419338,59.71507229,7.941164741,-0.330703307,-0.822408189
2/16/2017,1035.208125,67.4043209,63.09759594,12.15203004,1240.55,63.65893723,58.80345161,7.520069454,0.354403745,0.645670316
2/17/2017,1035.2,67.39851863,63.54262183,12.06163165,1241.95,64.45443638,58.44921494,7.596698004,0.319682852,0.790504169
2/18/2017,1056.637138,74.16805192,64.24374882,12.06816362,NA,NA,58.87826777,7.79138209,0.822354039,0
2/19/2017,1052.779286,71.10233587,64.81888078,11.98055959,NA,NA,58.92161983,7.79138209,0.524470918,0
2/20/2017,1050.87,69.46272715,65.11234162,11.98669578,1237.3,59.46579642,58.92161983,7.595028273,0.362934508,0.071649054
2/21/2017,1123.788429,84.85389431,65.90372175,12.51333138,1233.2,55.12511729,58.947533,7.528861762,1.514398683,-0.507701673
2/22/2017,1123.223188,84.47308817,66.71774589,12.93468089,1236.65,58.09500086,58.5026635,7.309157151,1.372692719,-0.055774234
2/23/2017,1130.01,85.3819575,67.97952565,12.90813375,1247.9,66.44943856,58.10801094,7.241363234,1.348175669,1.151913991
2/24/2017,1174.86625,89.89347946,69.10897264,13.3511361,1253.65,69.97913836,58.91897921,6.999892303,1.556759415,1.580047045
2/25/2017,1150.605714,75.37597038,69.75236944,13.18115581,NA,NA,60.05544072,5.969613103,0.426639441,0
2/26/2017,1150.37,75.23974936,70.32069058,13.0448107,NA,NA,60.90464275,5.969613103,0.377089319,0
2/27/2017,1190.75195,81.7569213,71.20151067,12.92000565,1257.2,72.07220494,60.90464275,6.308189097,0.81698189,1.770327747
2/28/2017,1187.565286,79.84337092,72.0957623,12.57327145,1255.6,69.55046967,61.43643143,5.903980721,0.616196719,1.374333458
3/1/2017,1190.89,80.39574296,72.3752869,12.66748733,1240.4,50.27017737,62.39662187,6.471044511,0.633152878,-1.873954735
3/2/2017,1259.410817,88.13066904,72.81055483,12.99168843,1238.1,47.94942346,61.85165505,6.990055025,1.179224263,-1.988858677
3/3/2017,1285.14,89.86346244,73.2784321,13.36074059,1226.5,37.79544576,61.53098868,8.662883873,1.241325676,-2.739912397
3/4/2017,1287,89.98541429,73.56409453,13.6330436,NA,NA,60.27756175,8.882020306,1.20452338,0
3/5/2017,1270.9333,80.35047765,73.43060666,13.54362244,NA,NA,60.34649461,8.882020306,0.510932066,0
3/6/2017,1275.197375,80.97430349,73.30424724,13.45210315,1230.95,43.12649549,60.34649461,9.437487432,0.570175248,-1.824638098
3/7/2017,1279.5,81.65248386,73.46634381,13.52574463,1216.65,32.72684717,59.52649465,11.01265315,0.605226572,-2.43353233
3/8/2017,1157.3933,37.67586735,71.94208192,14.9586111,1209.2,28.58344409,58.0092412,12.54941718,-2.290735038,-2.344793921
3/9/2017,1192.469143,47.11627928,70.72763149,15.50438891,1206.55,27.1715413,56.20106797,13.54638095,-1.522881833,-2.142972856
3/10/2017,1192.09,47.02743513,70.78582408,15.40856879,1202.65,25.06877953,54.09739787,14.64199967,-1.541894596,-1.982558325
3/11/2017,1179.159875,43.77902043,70.47849859,15.86448659,NA,NA,52.14224471,14.95383329,-1.68297146,0
3/12/2017,1227.494625,56.68436304,70.63455175,15.69924424,NA,NA,51.83737311,14.95383329,-0.888589826,0
3/13/2017,1227.68,56.72831867,70.75466469,15.57427536,1204.2,27.63685755,51.83737311,15.50242178,-0.900609864,-1.561079675
3/14/2017,1245.370786,61.07756192,71.03628236,15.31171701,1204.6,28.36787783,50.68496761,16.23267625,-0.650398674,-1.37482504
3/15/2017,1257.399625,63.92248806,71.39487973,15.00563058,1198.8,24.26645736,49.50992929,16.9709059,-0.49797252,-1.487455772
3/16/2017,1257,63.74388605,71.56766067,14.88297851,1229.35,59.68823654,47.85705143,17.13157469,-0.525686079,0.690606983
3/17/2017,1091.171888,27.26679576,70.18360808,16.99975437,1229.6,59.8654827,48.16676777,16.9793763,-2.524554849,0.688995563
3/18/2017,952.2323625,17.55502149,68.4648668,19.61059252,NA,NA,47.98612708,16.98485226,-2.596038098,0
3/19/2017,967.69,21.15979064,66.63699572,21.44466395,NA,NA,47.16271161,16.98485226,-2.120676975,0
3/20/2017,1049.084488,37.7078284,65.48546098,22.08341626,1232.4,62.02336361,47.16271161,16.86941279,-1.257850337,0.880922898
3/21/2017,1118.630043,48.38786717,64.75874167,22.29362274,1241.6,68.45372297,47.87036171,17.28715652,-0.734329933,1.190673622
3/22/2017,1113,47.62514579,63.47499172,22.16666558,1249.05,72.76291395,48.29835821,18.04717646,-0.715030679,1.355589102
3/23/2017,1038.789,38.41554312,61.88680052,22.25823883,1247.5,70.45261552,49.13825329,18.54834,-1.054497509,1.149125055
3/24/2017,941.9197143,29.75059523,59.96847768,22.55628821,1247.5,70.45261552,49.72671113,18.74829155,-1.339665559,1.105482296
3/25/2017,927.93,28.67288735,57.85742278,22.52037179,NA,NA,49.9173386,18.6482243,-1.295917123,0
3/26/2017,956.7863125,34.33428875,56.44219238,22.66923258,NA,NA,48.91424862,18.6482243,-0.975238291,0
3/27/2017,1037.22925,47.689559,55.49218581,22.42935142,1257.55,76.80897121,48.91424862,19.16824398,-0.347875722,1.455257071
3/28/2017,1041.04,48.26469623,54.3372815,21.88430823,1257.25,76.24403667,50.24256874,19.42568673,-0.277485823,1.338509587
3/29/2017,1040.5755,48.19017761,53.24579208,21.34957315,1251.1,64.9451717,50.44122739,19.2241221,-0.236801665,0.754465886
3/30/2017,1037.90455,47.70153035,52.11840543,20.71859039,1248.8,61.0416565,50.22192749,19.36863009,-0.21318415,0.558621284
3/31/2017,1034.74,47.04932486,50.70180736,19.53924288,1244.85,54.54511746,50.73485507,19.37468003,-0.186930605,0.196661952
4/1/2017,1086.929571,57.98161531,49.60243332,18.1011115,NA,NA,51.04893574,19.63231329,0.462909805,0
4/2/2017,1099.169125,60.20491917,48.5755197,16.50243727,NA,NA,51.71161023,19.63231329,0.704707994,0
4/3/2017,1079.99,54.94809761,47.69957556,15.39244125,1247.25,57.70118302,51.71161023,19.17979852,0.470914388,0.312285491
4/4/2017,1141.600363,65.96366615,47.18196737,14.45752744,1257.65,68.60159789,51.99682799,19.39513491,1.299094804,0.856130673
4/5/2017,1133.079314,63.4864603,46.55555277,13.25411434,1245.8,51.2409808,53.2099281,18.83005945,1.277407686,-0.104564051
4/6/2017,1133.53,63.56995251,47.44845225,13.50439543,1252.5,58.15019593,54.09155351,17.91033708,1.193796519,0.226608935
4/7/2017,1190.45425,72.67564691,48.32980976,14.29297724,1266.45,68.77869826,55.49949407,16.8923531,1.70334261,0.786107425
4/8/2017,1181.149838,69.40392137,49.10141273,14.81463296,NA,NA,57.48078726,15.56643945,1.370436156,0
4/9/2017,1184.03,69.88809604,50.00172568,15.26609899,NA,NA,59.10138765,15.56643945,1.302649116,0
4/10/2017,1207.744875,73.82358181,50.59273323,15.85447163,1250.05,51.1553854,59.10138765,15.27104947,1.4652553,-0.520331118
4/11/2017,1226.617038,76.62835737,51.27894146,16.54512479,1252.9,53.54231747,58.72300659,13.58792316,1.532138091,-0.381271594
4/12/2017,1219.09,73.02735189,51.69100318,16.94192672,1274.3,67.36123243,59.95659992,11.56981081,1.259381478,0.639995989
4/13/2017,1180.023713,56.98924498,51.45192583,16.8115747,1284.15,71.81391312,61.81342633,7.936592582,0.329375401,1.260047897
4/14/2017,1185.260057,58.40214814,51.26772798,16.70098649,NA,NA,64.07759089,8.077129125,0.427185554,0
4/15/2017,1170.36,52.71638673,52.14530008,16.05077057,NA,NA,64.29705861,8.228972508,0.035580015,0
4/16/2017,1186.927413,57.96651468,53.53879984,14.63197132,NA,NA,64.53029944,8.228972508,0.302605489,0
4/17/2017,1205.634875,63.27882974,54.9911805,13.33623345,NA,NA,64.53029944,8.228972508,0.621438525,0
4/18/2017,1176.97,51.72182373,55.47442172,12.93547963,1278.95,66.30402578,64.53029944,8.215110558,-0.290101187,0.215910221
4/19/2017,1217.930088,62.89502811,55.97466865,12.93215084,1279.05,66.36129457,64.75559745,8.176716412,0.535128266,0.196374319
4/20/2017,1241.686325,67.87110766,56.67280527,13.01154843,1282.1,68.25974022,64.64546964,7.991520504,0.860643332,0.452263193
4/21/2017,1236.63,65.70703269,57.61389111,12.62511245,1281.85,67.89733064,64.4084605,7.905187985,0.641035208,0.441339301
4/22/2017,1261.311225,70.92790764,59.03379844,11.65799666,NA,NA,64.27397182,7.987340869,1.020253269,0
4/23/2017,1257.988113,69.28909506,60.43435732,10.2329119,NA,NA,63.93071384,7.987340869,0.865319454,0
4/24/2017,1240.84,60.90961181,61.35074777,8.917495893,1269.4,52.02545707,63.93071384,8.228793739,-0.049468591,-1.446780312
4/25/2017,1279.414688,70.24850051,62.12864231,8.663556618,1267.8,50.28248369,63.30412138,8.05875116,0.937243047,-1.615838165
4/26/2017,1309.109875,75.45672088,63.06629833,8.580571666,1261.85,43.96267605,61.90799045,8.268574741,1.444008981,-2.170303222
4/27/2017,1288.02,65.99009729,63.68008866,8.101715201,1262.8,45.23084674,60.20897147,8.857216238,0.285125874,-1.691064588
